Data Source in SDW: http://sdw/browse.do?node=BASKET109379
,FM.B.U2.EUR.BL.EI.SX5E.HST,FM.B.U2.EUR.BL.VL.V2X.HST,FM.B.US.EUR.DS.EI.CBOEVIX_E0.HST,FM.B.US.USD.BL.VL.VIX.HST,FM.B.US.USD.DS.EI.CBOEVIX.HST,FM.B.US.USD.DS.EI.S_PCOMP.HST
,"Euro area (changing composition), Euro, Bloomberg, Equity/index, Dow Jones Euro Stoxx 50 EUR Price Index","Euro area (changing composition), Euro, Bloomberg, Volatility, Dow Jones EURO STOXX 50 Volatility Index VSTOXX","United States, Euro, DataStream, Equity/index, Chicago Board Of Exchange (CBOE) SPX Volatility VIX (new)","United States, US dollar, Bloomberg, Volatility, Chicago Board Options Exchange (CBOE) SPX Volatility Index","United States, US dollar, DataStream, Equity/index, Chicago Board Of Exchange (CBOE) SPX Volatility VIX (new)","United States, US dollar, DataStream, Equity/index, Standard and Poors 500 Composite Index"
Collection:,End of period (E),End of period (E),End of period (E),End of period (E),End of period (E),End of period (E)
Period\Unit:,[Points ],[Percent per annum ],[Points ],[Percent per annum ],[Points ],[Points ]
2004-10-14,2776.0300,17.8200,13.2600,16.4300,16.4300,1103.2900
2004-10-13,2792.2700,17.6400,12.5700,15.4200,15.4200,1113.6500
2004-10-12,2788.0700,17.4800,12.2300,15.0500,15.0500,1121.8400
2004-10-11,2813.9300,16.6900,11.8800,14.7100,14.7100,1124.3900
2004-10-08,2816.4200,17.1200,12.1200,15.0500,15.0500,1122.1400
2004-10-07,2834.6200,16.7500,11.8000,14.5000,14.5000,1130.6500
2004-10-06,2831.8800,16.2900,10.7900,13.2800,13.2800,1142.0500
2004-10-05,2830.1200,16.3500,11.3400,13.9500,13.9500,1134.4800
2004-10-04,2823.4600,16.1600,10.9400,13.4100,13.4100,1135.1700
2004-10-01,2796.0800,15.5700,10.2900,12.7500,12.7500,1131.5000
2004-09-30,2726.3000,16.5100,10.7400,13.3400,13.3400,1114.5800
2004-09-29,2746.3600,16.5400,10.7300,13.2100,13.2100,1114.8000
2004-09-28,2733.6900,17.0000,11.2300,13.8300,13.8300,1110.0600
2004-09-27,2725.1000,17.3200,11.8900,14.6200,14.6200,1103.5200
2004-09-24,2740.0600,16.5100,11.6400,14.2800,14.2800,1110.1100
2004-09-23,2735.4500,17.4800,12.0400,14.8000,14.8000,1108.3600
2004-09-22,2759.6800,17.0000,12.0400,14.7400,14.7400,1113.5600
2004-09-21,2790.6700,16.0900,11.1500,13.6600,13.6600,1129.3000
2004-09-20,2776.1000,16.7600,11.8800,14.4300,14.4300,1122.2000
2004-09-17,2788.6400,16.2000,11.5300,14.0300,14.0300,1128.5500
2004-09-16,2765.8700,16.7900,11.8500,14.3900,14.3900,1123.5000
2004-09-15,2763.7500,16.6500,12.0500,14.6400,14.6400,1120.3700
2004-09-14,2771.6700,16.1100,11.0400,13.5600,13.5600,1128.3300
2004-09-13,2780.8500,16.3200,10.7600,13.1700,13.1700,1125.8200
2004-09-10,2745.8600,16.3400,11.1900,13.7600,13.7600,1123.9200
2004-09-09,2730.7400,16.6100,11.5200,14.0100,14.0100,1118.3800
2004-09-08,2746.9600,16.2400,11.5900,14.0600,14.0600,1116.2700
2004-09-07,2751.9300,16.2300,11.6500,14.0700,14.0700,1121.3000
2004-09-06,2748.3900,16.2900,11.5200,,13.9100,1113.6300
2004-09-03,2739.4300,16.5500,11.5400,13.9100,13.9100,1113.6300
2004-09-02,2711.1600,17.6100,11.7500,14.2800,14.2800,1118.3100
2004-09-01,2691.6700,17.9600,12.2500,14.9100,14.9100,1105.9100
2004-08-31,2670.7900,18.7500,12.5800,15.2900,15.2900,1104.2400
2004-08-30,2697.0500,17.5700,12.8200,15.4400,15.4400,1099.1500
2004-08-27,2704.5300,16.5500,12.2200,14.7100,14.7100,1107.7700
2004-08-26,2688.6700,17.1600,12.3300,14.9100,14.9100,1105.0900
2004-08-25,2664.6700,17.6600,12.3800,14.9800,14.9800,1104.9600
2004-08-24,2659.1400,17.5600,12.6500,15.3300,15.3300,1096.1900
2004-08-23,2662.3500,18.4400,13.0100,15.8800,15.8800,1095.6800
2004-08-20,2624.9600,18.7000,12.9800,16.0000,16.0000,1098.3500
2004-08-19,2630.7100,20.5900,13.7200,16.9600,16.9600,1091.2300
2004-08-18,2627.3700,20.6900,13.2000,16.2300,16.2300,1095.1700
2004-08-17,2617.2700,21.4200,13.8000,17.0200,17.0200,1081.7100
2004-08-16,2604.7500,21.2600,14.2300,17.5700,17.5700,1079.3400
2004-08-13,2580.0400,23.4400,14.5600,17.9800,17.9800,1064.8000
2004-08-12,2588.8000,23.1700,15.6000,19.0800,19.0800,1063.2300
2004-08-11,2594.4500,22.4700,14.7800,18.0400,18.0400,1075.7900
2004-08-10,2619.4200,21.2900,14.1900,17.4700,17.4700,1079.0400
2004-08-09,2596.5200,22.9000,15.4100,18.8900,18.8900,1065.2200
2004-08-06,2618.6800,22.3000,15.7800,19.3400,19.3400,1063.9700
2004-08-05,2689.2600,18.9700,15.2100,18.3200,18.3200,1080.7000
2004-08-04,2684.2800,19.1000,13.4500,16.2100,16.2100,1098.6300
2004-08-03,2712.4500,18.6800,13.2900,16.0300,16.0300,1099.6900
2004-08-02,2696.2600,19.3200,12.7700,15.3700,15.3700,1106.6200
2004-07-30,2720.0500,18.2400,12.7200,15.3200,15.3200,1101.7200
2004-07-29,2717.6100,18.4900,12.9900,15.6800,15.6800,1100.4300
2004-07-28,2665.9800,19.8400,13.4100,16.1500,16.1500,1095.4200
2004-07-27,2670.4800,19.4300,13.7100,16.5500,16.5500,1094.8300
2004-07-26,2640.6100,20.5800,14.2400,17.3000,17.3000,1084.0700
2004-07-23,2673.4400,19.6600,13.6200,16.5000,16.5000,1086.2000
2004-07-22,2680.4400,19.1700,12.8300,15.7500,15.7500,1096.8400
2004-07-21,2728.9100,17.5600,13.4200,16.4100,16.4100,1093.8800
2004-07-20,2708.1600,18.1800,11.4500,14.1700,14.1700,1108.6700
2004-07-19,2697.6900,18.3100,12.2100,15.1700,15.1700,1100.9000
2004-07-16,2713.2700,17.2600,11.5200,14.3400,14.3400,1101.3900
2004-07-15,2715.6400,18.1700,11.8900,14.7100,14.7100,1106.6900
2004-07-14,2754.7700,18.6700,11.1100,13.7600,13.7600,1111.4700
2004-07-13,2763.2000,18.7400,11.7300,14.4600,14.4600,1115.1400
2004-07-12,2760.1200,19.2600,12.0600,14.9600,14.9600,1114.3500
2004-07-09,2776.2500,18.4300,12.7400,15.7800,15.7800,1112.8100
2004-07-08,2776.8800,19.0800,13.0600,16.2000,16.2000,1109.1100
2004-07-07,2764.3100,19.3200,12.7900,15.8100,15.8100,1118.3300
2004-07-06,2764.8900,19.8900,13.2400,16.2500,16.2500,1116.2100
2004-07-05,2784.9200,18.4100,12.2900,,15.0800,1125.3800
2004-07-02,2783.9900,18.7000,12.2600,15.0800,15.0800,1125.3800
2004-07-01,2806.6200,19.0400,12.5000,15.2000,15.2000,1128.9400
2004-06-30,2811.0800,18.5000,11.7900,14.3400,14.3400,1140.8400
2004-06-29,2828.5900,18.2800,12.7700,15.4700,15.4700,1136.2000
2004-06-28,2840.0400,18.2900,13.1800,16.0700,16.0700,1133.3500
2004-06-25,2818.8600,18.1100,12.5200,15.1900,15.1900,1134.4300
2004-06-24,2822.3500,17.8300,12.1600,14.8100,14.8100,1140.6500
2004-06-23,2793.6300,17.9200,11.5600,13.9800,13.9800,1144.0600
2004-06-22,2782.4300,18.8000,11.8300,14.3100,14.3100,1134.4100
2004-06-21,2816.5600,17.7200,12.6200,15.2600,15.2600,1130.3000
2004-06-18,2822.0600,18.1800,12.3600,14.9900,14.9900,1135.0200
2004-06-17,2807.1600,18.7500,12.5900,15.1500,15.1500,1132.0500
2004-06-16,2807.1500,17.6700,12.3200,14.7900,14.7900,1133.5600
2004-06-15,2785.6800,18.1500,12.4600,15.0500,15.0500,1132.0100
2004-06-14,2759.2700,20.5000,13.3000,16.0700,16.0700,1125.2900
2004-06-11,2797.0500,18.1700,12.5200,,15.0400,1136.4700
2004-06-10,2800.1800,18.4100,12.4400,15.0400,15.0400,1136.4700
2004-06-09,2787.3900,19.5200,12.7300,15.3900,15.3900,1131.3300
2004-06-08,2800.3600,19.0700,12.2400,15.0100,15.0100,1142.1800
2004-06-07,2799.8100,19.4300,12.5000,15.3900,15.3900,1140.4200
2004-06-04,2767.8700,19.3300,13.7100,16.7800,16.7800,1122.5000
2004-06-03,2736.7200,20.7600,13.9100,17.0300,17.0300,1116.6400
2004-06-02,2730.1500,20.7400,13.1000,16.0800,16.0800,1124.9900
2004-06-01,2713.2900,22.4500,13.3400,16.3000,16.3000,1121.2000
2004-05-31,2749.6200,21.2300,12.6900,,15.5000,1120.6800
2004-05-28,2736.8300,20.2600,12.6900,15.5000,15.5000,1120.6800
2004-05-27,2752.0200,20.7000,12.4600,15.2800,15.2800,1121.2800
2004-05-26,2729.6200,21.0500,13.2100,15.9700,15.9700,1114.9400
2004-05-25,2699.3600,21.3500,13.1900,15.9600,15.9600,1113.0500
2004-05-24,2716.0700,24.8800,15.1100,18.0800,18.0800,1095.4100
2004-05-21,2697.4600,22.3800,15.3900,18.4900,18.4900,1093.5600
2004-05-20,2708.5500,23.6000,15.6500,18.6700,18.6700,1089.1900
2004-05-19,2729.5200,23.2900,15.7300,18.9300,18.9300,1088.6800
2004-05-18,2675.7500,25.3400,16.1600,19.3300,19.3300,1091.4900
2004-05-17,2659.8500,26.7600,16.6400,19.9600,19.9600,1084.1000
2004-05-14,2694.9200,25.2800,15.5800,18.4700,18.4700,1095.7000
2004-05-13,2712.5000,25.4200,15.9300,18.8600,18.8600,1096.4400
2004-05-12,2680.1000,25.9900,15.2500,18.1400,18.1400,1097.2800
2004-05-11,2721.0800,24.0400,15.7300,18.5700,18.5700,1095.4500
2004-05-10,2684.9600,26.0000,16.6800,19.7700,19.7700,1087.1200
2004-05-07,2756.8500,22.9900,15.2200,18.1300,18.1300,1098.7000
2004-05-06,2765.7400,22.9100,14.1200,17.0500,17.0500,1113.9900
2004-05-05,2823.3700,19.8800,13.0000,15.7700,15.7700,1121.5300
2004-05-04,2799.7100,21.8300,13.6900,16.5500,16.5500,1119.5500
2004-05-03,2806.4600,22.0200,13.9000,16.6200,16.6200,1117.4900
2004-04-30,2787.4800,22.7300,14.3400,17.1900,17.1900,1107.3000
2004-04-29,2806.3700,22.2800,13.9000,16.6000,16.6000,1113.8900
2004-04-28,2836.6700,21.1400,13.7500,16.2900,16.2900,1122.4100
2004-04-27,2884.8200,18.9300,12.6600,15.0700,15.0700,1138.1100
2004-04-26,2886.0500,19.5000,12.4600,14.7700,14.7700,1135.5300
2004-04-23,2894.1800,18.5900,11.8500,14.0100,14.0100,1140.6000
2004-04-22,2877.6500,18.0000,12.3100,14.6100,14.6100,1139.9300
2004-04-21,2855.4600,19.8400,13.1400,15.6000,15.6000,1124.0900
2004-04-20,2878.8000,19.3000,13.9900,16.6700,16.6700,1118.1500
2004-04-19,2859.2400,19.8700,12.8200,15.4200,15.4200,1135.8200
2004-04-16,2866.9500,19.5600,12.4200,14.9400,14.9400,1134.6100
2004-04-15,2854.5300,22.3700,13.1900,15.7400,15.7400,1128.8400
2004-04-14,2856.6100,22.0300,13.1000,15.6200,15.6200,1128.1700
2004-04-13,2889.9100,20.8400,14.4900,17.2600,17.2600,1129.4400
2004-04-12,,,12.6600,15.2800,15.2800,1145.2000
2004-04-09,,,13.4300,,16.2600,1139.3200
2004-04-08,2858.9200,20.5800,13.4300,16.2600,16.2600,1139.3200
2004-04-07,2851.8300,20.7600,12.9500,15.7600,15.7600,1140.5300
2004-04-06,2865.0300,20.1000,12.7000,15.3200,15.3200,1148.1600
2004-04-05,2905.8800,18.5300,12.4600,14.9700,14.9700,1150.5700
2004-04-02,2885.0800,19.0400,12.8700,15.6400,15.6400,1141.8100
2004-04-01,2819.7000,21.7100,13.4600,16.6500,16.6500,1132.1700
2004-03-31,2787.4900,22.6700,13.6200,16.7400,16.7400,1126.2100
2004-03-30,2791.5800,23.6100,13.3600,16.2800,16.2800,1127.0000
2004-03-29,2797.6800,22.8400,13.5800,16.5000,16.5000,1122.4700
2004-03-26,2763.7500,25.0500,14.3200,17.3300,17.3300,1108.0600
2004-03-25,2752.4300,25.9200,14.6900,17.8800,17.8800,1109.1900
2004-03-24,2702.0500,28.3700,16.2200,19.8100,19.8100,1091.3300
2004-03-23,2713.6800,29.1900,16.8000,20.6700,20.6700,1093.9500
2004-03-22,2712.1100,31.7400,17.4400,21.5800,21.5800,1095.4000
2004-03-19,2769.8600,26.0000,15.5200,19.1500,19.1500,1109.7800
2004-03-18,2761.6600,26.5100,14.9700,18.5300,18.5300,1122.3200
2004-03-17,2821.8000,24.4100,14.8500,18.1100,18.1100,1123.7500
2004-03-16,2773.1800,27.8900,16.4800,20.3400,20.3400,1110.7000
2004-03-15,2756.1300,28.7700,17.2800,21.1300,21.1300,1104.4900
2004-03-12,2834.0300,24.6500,15.0100,18.3000,18.3000,1120.5700
2004-03-11,2834.0200,23.2200,16.8700,20.6700,20.6700,1106.7800
2004-03-10,2922.6800,18.6900,15.2700,18.6700,18.6700,1123.8900
2004-03-09,2923.0500,18.8600,13.3800,16.6000,16.6000,1140.5800
2004-03-08,2959.7100,17.0800,12.7800,15.7900,15.7900,1147.2100
2004-03-05,2945.6300,17.0400,11.6600,14.4800,14.4800,1156.8700
2004-03-04,2952.6100,17.3000,11.8200,14.4000,14.4000,1154.8800
2004-03-03,2926.7900,17.6700,11.9900,14.5500,14.5500,1151.0400
2004-03-02,2946.6200,17.3500,12.0800,14.8600,14.8600,1149.1000
2004-03-01,2918.5600,17.6300,11.6000,14.4400,14.4400,1155.9600
2004-02-27,2893.1800,18.0600,11.7100,14.5500,14.5500,1144.9400
2004-02-26,2883.5400,18.4600,11.9400,14.8300,14.8300,1144.9100
2004-02-25,2872.4800,18.8100,11.9000,14.9300,14.9300,1143.6700
2004-02-24,2866.0400,19.4700,12.5500,15.9000,15.9000,1139.0900
2004-02-23,2907.4600,18.4700,12.9700,16.2900,16.2900,1140.9900
2004-02-20,2904.3600,17.9600,12.7600,16.0400,16.0400,1144.1100
2004-02-19,2932.9500,17.1300,12.4600,15.8000,15.8000,1147.0600
2004-02-18,2897.5900,17.9400,12.1500,15.5900,15.5900,1151.8200
2004-02-17,2895.3800,18.0200,12.0100,15.4000,15.4000,1156.9900
2004-02-16,2877.3900,18.3700,12.1900,,15.5800,1145.8100
2004-02-13,2860.8800,19.0200,12.1800,15.5800,15.5800,1145.8100
2004-02-12,2896.2500,18.5500,11.9400,15.3100,15.3100,1152.1100
2004-02-11,2890.8000,18.5700,12.1400,15.3900,15.3900,1157.7600
2004-02-10,2880.9400,18.6000,12.5600,15.9400,15.9400,1145.5400
2004-02-09,2870.9800,18.7900,12.9300,16.3900,16.3900,1139.8100
2004-02-06,2833.6300,20.0500,12.5900,16.0000,16.0000,1142.7600
2004-02-05,2816.3400,20.4700,14.0500,17.7100,17.7100,1128.5900
2004-02-04,2819.9200,21.0100,14.2800,17.8700,17.8700,1126.5200
2004-02-03,2841.2600,21.3500,13.8100,17.3400,17.3400,1136.0300
2004-02-02,2853.9000,20.5700,13.7500,17.1100,17.1100,1135.2600
2004-01-30,2839.1300,21.0700,13.3900,16.6300,16.6300,1131.1300
2004-01-29,2860.0800,20.4500,13.8500,17.1400,17.1400,1134.1100
2004-01-28,2896.7800,19.2900,13.3300,16.7800,16.7800,1128.4800
2004-01-27,2884.2500,19.2100,12.1700,15.3500,15.3500,1144.0500
2004-01-26,2874.4700,18.9200,11.5800,14.5500,14.5500,1155.3700
2004-01-23,2892.5400,18.4700,11.7000,14.8400,14.8400,1141.5500
2004-01-22,2891.8400,18.6000,11.5800,14.7100,14.7100,1143.9400
2004-01-21,2873.8600,17.7300,11.3600,14.3400,14.3400,1147.6200
2004-01-20,2859.5800,18.9700,12.1000,15.2100,15.2100,1138.7700
2004-01-19,2879.9400,19.0200,12.1200,,15.0000,1139.8300
2004-01-16,2865.9600,17.8700,12.1000,15.0000,15.0000,1139.8300
2004-01-15,2840.8000,18.6000,12.3500,15.5600,15.5600,1132.0500
2004-01-14,2829.4400,19.6800,13.2100,16.7500,16.7500,1130.5200
2004-01-13,2801.9700,20.4600,14.1100,18.0400,18.0400,1121.2200
2004-01-12,2793.8800,20.6700,13.1400,16.8200,16.8200,1127.2300
2004-01-09,2800.1600,20.1600,13.0400,16.7500,16.7500,1121.8600
2004-01-08,2821.3300,18.3100,12.2700,15.6100,15.6100,1131.9200
2004-01-07,2782.5200,19.2200,12.2100,15.5000,15.5000,1126.3300
2004-01-06,2805.9100,20.0500,13.1200,16.7300,16.7300,1123.6700
2004-01-05,2808.0700,21.2900,13.8000,17.4900,17.4900,1122.2200
2004-01-02,2797.5600,21.5700,14.4800,18.2200,18.2200,1108.4800
2004-01-01,,,14.5200,,18.3100,1111.9200
2003-12-31,2760.6600,,14.5200,18.3100,18.3100,1111.9200
2003-12-30,2750.0900,21.1600,14.1100,17.6800,17.6800,1109.6400
2003-12-29,2744.2000,20.5700,13.6900,17.0900,17.0900,1109.4800
2003-12-26,,,14.0200,17.4500,17.4500,1095.8900
2003-12-25,,,13.3800,,16.6600,1094.0400
2003-12-24,,,13.3800,16.6600,16.6600,1094.0400
2003-12-23,2721.5700,19.4500,13.2800,16.4900,16.4900,1096.0200
2003-12-22,2714.0900,19.6900,13.6400,16.9400,16.9400,1092.9400
2003-12-19,2725.2600,19.8700,13.2900,16.4200,16.4200,1088.6600
2003-12-18,2714.7300,19.8100,13.0600,16.1600,16.1600,1089.1800
2003-12-17,2692.2600,21.0400,12.5800,15.5800,15.5800,1076.4800
2003-12-16,2697.1400,20.8100,12.9200,15.9300,15.9300,1075.1300
2003-12-15,2698.7700,20.7700,14.0200,17.2300,17.2300,1068.0400
2003-12-12,2685.3900,20.9500,13.3800,16.4100,16.4100,1074.1400
2003-12-11,2684.7100,20.1100,13.7800,16.7300,16.7300,1071.2100
2003-12-10,2660.7300,20.9200,14.6000,17.8700,17.8700,1059.0500
2003-12-09,2672.6200,20.6300,14.4500,17.6300,17.6300,1060.1800
2003-12-08,2651.4100,21.4000,13.5400,16.5400,16.5400,1069.3000
2003-12-05,2672.0200,20.7300,14.0800,17.0900,17.0900,1061.5000
2003-12-04,2693.4300,20.9500,13.5100,16.3000,16.3000,1069.7200
2003-12-03,2694.0100,20.9800,13.7400,16.6300,16.6300,1064.7300
2003-12-02,2666.9700,22.4600,13.4600,16.2700,16.2700,1066.6200
2003-12-01,2674.6200,22.9400,14.0200,16.7700,16.7700,1070.1200
2003-11-28,2630.4700,22.0800,13.6100,16.3200,16.3200,1058.2000
2003-11-27,2635.8900,22.2300,13.6400,,16.2300,1058.4500
2003-11-26,2619.5600,23.2100,13.6100,16.2300,16.2300,1058.4500
2003-11-25,2625.3100,22.8000,14.1700,16.7100,16.7100,1053.8900
2003-11-24,2632.2500,23.3600,14.8100,17.4400,17.4400,1052.0800
2003-11-21,2578.2400,27.2400,15.9100,18.9800,18.9800,1035.2800
2003-11-20,2568.7100,29.0100,16.3500,19.4800,19.4800,1033.6500
2003-11-19,2574.6600,27.9200,15.7700,18.8000,18.8000,1042.4400
2003-11-18,2584.0500,29.2000,16.0700,19.1100,19.1100,1034.1500
2003-11-17,2586.0500,26.8300,15.7800,18.6000,18.6000,1043.6300
2003-11-14,2656.9400,22.5600,14.3900,16.9400,16.9400,1050.3500
2003-11-13,2636.7800,22.3400,14.0700,16.4700,16.4700,1058.4100
2003-11-12,2627.1500,22.0200,14.4000,16.7500,16.7500,1058.5600
2003-11-11,2618.9000,22.8300,15.2200,17.5400,17.5400,1046.5700
2003-11-10,2633.0700,22.6800,15.3100,17.6200,17.6200,1047.1100
2003-11-07,2657.6000,22.4900,14.7600,16.9300,16.9300,1053.2100
2003-11-06,2626.6800,21.6500,14.6400,16.7400,16.7400,1058.0500
2003-11-05,2609.9000,22.6900,14.6800,16.8600,16.8600,1051.8100
2003-11-04,2627.3200,22.7800,14.3900,16.5500,16.5500,1053.2500
2003-11-03,2631.6500,21.7500,14.4300,16.5500,16.5500,1059.0200
2003-10-31,2575.0400,22.5200,13.8500,16.1000,16.1000,1050.7100
2003-10-30,2571.5100,23.0400,13.9700,16.3300,16.3300,1046.9400
2003-10-29,2556.1600,24.4300,14.0500,16.4300,16.4300,1048.1100
2003-10-28,2542.7000,23.9800,14.3900,16.8200,16.8200,1046.7900
2003-10-27,2512.3200,25.3200,15.3300,18.0500,18.0500,1031.1300
2003-10-24,2482.5600,26.0300,14.9800,17.7100,17.7100,1028.9100
2003-10-23,2489.0700,26.8600,15.0000,17.6800,17.6800,1033.7700
2003-10-22,2509.9700,27.7600,14.9900,17.6700,17.6700,1030.3600
2003-10-21,2560.1400,24.6100,14.1600,16.5500,16.5500,1046.0300
2003-10-20,2552.1800,24.7900,14.6100,17.0400,17.0400,1044.6800
2003-10-17,2550.8200,25.9500,15.1500,17.6200,17.6200,1039.3200
2003-10-16,2557.8000,25.3600,14.7000,17.1900,17.1900,1050.0700
2003-10-15,2571.4100,26.7400,15.2000,17.6900,17.6900,1046.7600
2003-10-14,2552.3800,26.9700,14.8500,17.3700,17.3700,1049.4800
2003-10-13,2563.4000,26.5800,15.0300,17.5500,17.5500,1045.3500
2003-10-10,2518.4400,27.0400,15.6300,18.4500,18.4500,1038.0600
2003-10-09,2531.3700,27.0600,16.0400,18.8200,18.8200,1038.7300
2003-10-08,2473.8800,29.5000,16.2400,19.1800,19.1800,1033.7800
2003-10-07,2476.6100,31.0400,16.4900,19.4100,19.4100,1039.2500
2003-10-06,2497.1000,29.4800,16.7300,19.5100,19.5100,1034.3500
2003-10-03,2516.4800,28.0800,16.7700,19.5000,19.5000,1029.8500
2003-10-02,2434.6300,30.8500,17.7900,20.8000,20.8000,1020.2400
2003-10-01,2439.2500,31.5900,17.9900,21.0700,21.0700,1018.2200
2003-09-30,2395.8700,33.5000,19.5100,22.7200,22.7200,995.9700
2003-09-29,2440.1200,32.2900,18.7800,21.6700,21.6700,1006.5800
2003-09-26,2447.9200,32.3800,19.3800,22.2300,22.2300,996.8500
2003-09-25,2465.1300,32.1300,19.3200,22.2600,22.2600,1003.2700
2003-09-24,2477.3400,30.5500,18.5000,21.2200,21.2200,1009.3800
2003-09-23,2493.0300,29.8300,16.9500,19.4700,19.4700,1029.0300
2003-09-22,2514.1100,28.8900,17.1200,19.6500,19.6500,1022.8200
2003-09-19,2582.4700,23.9900,15.4600,17.5400,17.5400,1036.3000
2003-09-18,2608.5800,22.9600,15.6000,17.5700,17.5700,1039.5800
2003-09-17,2586.8100,24.0400,16.1500,18.1500,18.1500,1025.9700
2003-09-16,2585.2800,24.5900,16.1100,18.0300,18.0300,1029.3200
2003-09-15,2555.6400,26.5900,17.0700,19.2800,19.2800,1014.8100
2003-09-12,2546.7800,27.6600,16.5300,18.6800,18.6800,1018.6300
2003-09-11,2572.7400,26.4800,17.2100,19.2500,19.2500,1016.4200
2003-09-10,2565.5200,26.9700,17.8500,20.0100,20.0100,1010.9200
2003-09-09,2604.0800,25.9100,16.8500,18.8500,18.8500,1023.1700
2003-09-08,2635.6000,24.8900,16.4500,18.2600,18.2600,1031.6400
2003-09-05,2614.8100,25.1100,16.4700,18.1700,18.1700,1021.3900
2003-09-04,2638.8000,25.2100,17.1700,18.7100,18.7100,1027.9700
2003-09-03,2641.5500,25.7800,17.9600,19.4400,19.4400,1026.2700
2003-09-02,2599.8000,26.0800,17.5100,19.0200,19.0200,1021.9900
2003-09-01,2600.9000,24.7100,16.9800,,18.6300,1008.0100
2003-08-29,2556.7100,24.6600,16.9700,18.6300,18.6300,1008.0100
2003-08-28,2575.9900,24.5200,16.9400,18.4800,18.4800,1002.8400
2003-08-27,2560.7600,25.3300,17.5600,19.1300,19.1300,996.7900
2003-08-26,2537.1400,26.4900,17.9100,19.4900,19.4900,996.7300
2003-08-25,2565.0300,24.8500,17.9200,19.5300,19.5300,993.7100
2003-08-22,2593.5500,23.8200,17.0800,18.5500,18.5500,993.0600
2003-08-21,2583.9100,23.5100,16.2700,17.8400,17.8400,1003.2700
2003-08-20,2562.6500,24.2800,16.0200,17.8200,17.8200,1000.3000
2003-08-19,2579.1900,24.3400,16.1100,17.8600,17.8600,1002.3500
2003-08-18,2574.0000,24.1300,16.2900,18.1800,18.1800,999.7400
2003-08-15,2548.8600,24.5200,16.2300,18.2700,18.2700,990.6700
2003-08-14,2544.0500,24.6300,16.4000,18.4700,18.4700,990.5100
2003-08-13,2497.7400,26.7900,16.6100,18.7700,18.7700,984.0300
2003-08-12,2496.5800,26.8900,15.8800,17.9400,17.9400,990.3500
2003-08-11,2479.0600,27.9200,17.4400,19.7500,19.7500,980.5900
2003-08-08,2460.1400,28.7600,17.3000,19.5900,19.5900,977.5900
2003-08-07,2436.0600,29.9700,17.7600,20.2600,20.2600,974.1200
2003-08-06,2437.3800,29.2800,18.9000,21.5000,21.5000,967.0800
2003-08-05,2481.7700,26.6200,19.9900,22.6800,22.6800,965.4600
2003-08-04,2456.2800,27.3300,18.7600,21.2700,21.2700,982.8200
2003-08-01,2479.7000,25.3000,18.4400,20.7500,20.7500,980.1500
2003-07-31,2519.7900,24.5400,17.3200,19.4900,19.4900,990.3100
2003-07-30,2483.9000,25.3800,16.5500,18.8500,18.8500,987.4900
2003-07-29,2470.4100,25.8000,16.2300,18.6700,18.6700,989.2800
2003-07-28,2486.7600,25.7200,15.9800,18.3600,18.3600,996.5200
2003-07-25,2442.1300,25.7300,15.3800,17.7500,17.7500,998.6800
2003-07-24,2480.8700,25.6600,16.1900,18.6000,18.6000,981.6000
2003-07-23,2429.0700,27.3700,16.2900,18.6400,18.6400,988.6100
2003-07-22,2436.8800,28.0800,16.8800,19.1700,19.1700,988.1100
2003-07-21,2419.8100,29.2500,17.4700,19.7800,19.7800,978.8000
2003-07-18,2458.9200,28.1500,17.0400,19.1100,19.1100,993.3200
2003-07-17,2449.7300,28.6300,18.0800,20.2200,20.2200,981.7300
2003-07-16,2487.9900,25.9600,17.6200,19.7600,19.7600,994.0000
2003-07-15,2503.3600,26.1600,17.3900,19.5500,19.5500,1000.4200
2003-07-14,2517.8800,25.7800,17.3700,19.5900,19.5900,1003.8600
2003-07-11,2477.7200,25.9500,16.3400,18.4700,18.4700,998.1400
2003-07-10,2441.9000,26.8400,16.9200,19.1900,19.1900,988.7000
2003-07-09,2473.6200,26.3200,16.7200,18.9300,18.9300,1002.2100
2003-07-08,2492.7300,26.2700,17.2400,19.4800,19.4800,1007.8400
2003-07-07,2486.0100,25.8100,17.6800,20.0600,20.0600,1004.4200
2003-07-04,2408.1800,27.1100,16.8800,,19.3900,985.7000
2003-07-03,2421.6400,28.1500,16.8300,19.3900,19.3900,985.7000
2003-07-02,2420.3500,27.5600,16.5200,19.0300,19.0300,993.7500
2003-07-01,2366.8600,29.6300,16.7800,19.4600,19.4600,982.3200
2003-06-30,2419.5100,27.5300,17.0000,19.5200,19.5200,974.5000
2003-06-27,2453.4900,26.5900,16.7700,19.1600,19.1600,976.2200
2003-06-26,2452.8600,26.8000,16.9500,19.4000,19.4000,985.8200
2003-06-25,2453.7300,27.9400,17.9900,20.8100,20.8100,975.3200
2003-06-24,2446.7800,28.1500,18.0200,20.7500,20.7500,983.4500
2003-06-23,2450.5700,27.3800,17.8500,20.5800,20.5800,981.6400
2003-06-20,2515.3300,26.1200,16.4700,19.1400,19.1400,995.6900
2003-06-19,2491.9900,27.2100,16.9500,19.8000,19.8000,994.7000
2003-06-18,2527.4400,26.9100,16.9000,19.7600,19.7600,1010.0900
2003-06-17,2505.9900,27.2500,16.9400,20.0100,20.0100,1011.6600
